progname,probsize,OMP_NUM_THREADS,OMP_PROC_BIND,OMP_PLACES,OMP_SCHEDULE,xtime,stddev
bfs_rodinia,lrgprob,20,close,cores,"guided,64",0.027958,0.0017697087330970605
bfs_rodinia,lrgprob,20,close,cores,"guided,8",0.027667999999999998,0.0024761726514926216
bfs_rodinia,lrgprob,20,close,cores,static,0.028065999999999997,0.0019100212040707814
bfs_rodinia,lrgprob,20,close,cores,"static,1",0.15303333333333333,0.0010326593500924362
bfs_rodinia,lrgprob,20,close,cores,"static,128",0.03286133333333333,0.0017064384938618006
bfs_rodinia,lrgprob,20,close,cores,"static,256",0.030367,0.002461292546610418
bfs_rodinia,lrgprob,20,close,cores,"static,32",0.044255333333333334,0.0011412249267052175
bfs_rodinia,lrgprob,20,close,cores,"static,512",0.02937366666666667,0.0012919916150398703
bfs_rodinia,lrgprob,20,close,cores,"static,64",0.03713133333333333,0.0021225329993508537
bfs_rodinia,lrgprob,20,close,cores,"static,8",0.06696933333333334,0.0020868122419933593
bfs_rodinia,lrgprob,20,close,sockets,"dynamic,1",2.304740666666667,0.04549016549028287
bfs_rodinia,lrgprob,20,close,sockets,"dynamic,128",0.09437166666666667,0.010405091846463117
bfs_rodinia,lrgprob,20,close,sockets,"dynamic,256",0.13759066666666667,0.12201437470369354
bfs_rodinia,lrgprob,20,close,sockets,"dynamic,32",0.15986433333333333,0.003936549292633494
bfs_rodinia,lrgprob,20,close,sockets,"dynamic,512",0.06754533333333333,0.013899094982527938
bfs_rodinia,lrgprob,20,close,sockets,"dynamic,64",0.17525466666666667,0.12747769867052564
bfs_rodinia,lrgprob,20,close,sockets,"dynamic,8",0.39204533333333336,0.01457909717140719
bfs_rodinia,lrgprob,20,close,sockets,"guided,1",0.05732866666666667,0.00271000781056685
bfs_rodinia,lrgprob,20,close,sockets,"guided,128",0.05661966666666666,0.006951582721462311
bfs_rodinia,lrgprob,20,close,sockets,"guided,256",0.05020433333333333,0.0025613044202775492
bfs_rodinia,lrgprob,20,close,sockets,"guided,32",0.05689133333333333,0.0010140149571546435
bfs_rodinia,lrgprob,20,close,sockets,"guided,512",0.04998966666666666,0.003196361108093599
bfs_rodinia,lrgprob,20,close,sockets,"guided,64",0.06057133333333333,0.005508648140273014
bfs_rodinia,lrgprob,20,close,sockets,"guided,8",0.05886566666666667,0.005456477374032928
bfs_rodinia,lrgprob,20,close,sockets,static,0.05787899999999999,0.0015070345052453165
bfs_rodinia,lrgprob,20,close,sockets,"static,1",0.39084266666666667,0.016926748811668883
bfs_rodinia,lrgprob,20,close,sockets,"static,128",0.14630800000000002,0.13056322988115757
bfs_rodinia,lrgprob,20,close,sockets,"static,256",0.06783366666666667,0.004197142400888172
bfs_rodinia,lrgprob,20,close,sockets,"static,32",0.121071,0.019318982297212246
bfs_rodinia,lrgprob,20,close,sockets,"static,512",0.06324466666666666,0.0053206937830825585
bfs_rodinia,lrgprob,20,close,sockets,"static,64",0.09605533333333334,0.011905710072622014
bfs_rodinia,lrgprob,20,close,sockets,"static,8",0.15608733333333333,0.013405724312148646
bfs_rodinia,lrgprob,20,close,threads,"dynamic,1",0.836795,0.003080475774941331
bfs_rodinia,lrgprob,20,close,threads,"dynamic,128",0.116676,0.12539205972867662
bfs_rodinia,lrgprob,20,close,threads,"dynamic,256",0.040432666666666665,0.003292753457720963
bfs_rodinia,lrgprob,20,close,threads,"dynamic,32",0.066626,0.0019281120299401641
bfs_rodinia,lrgprob,20,close,threads,"dynamic,512",0.039982333333333335,0.0018866439339030913
bfs_rodinia,lrgprob,20,close,threads,"dynamic,64",0.05151133333333333,0.0015485620211452091
bfs_rodinia,lrgprob,20,close,threads,"dynamic,8",0.145503,0.0021603048396001932
bfs_rodinia,lrgprob,20,close,threads,"guided,1",0.04137966666666667,0.000351028963667294
bfs_rodinia,lrgprob,20,close,threads,"guided,128",0.041313666666666665,0.0023880076074697383
bfs_rodinia,lrgprob,20,close,threads,"guided,256",0.04068033333333333,0.0009736951952912846
bfs_rodinia,lrgprob,20,close,threads,"guided,32",0.039840999999999994,0.002369750197805666
bfs_rodinia,lrgprob,20,close,threads,"guided,512",0.03899233333333333,0.0016388585458584697
bfs_rodinia,lrgprob,20,close,threads,"guided,64",0.04102733333333333,0.0024312869705843737
bfs_rodinia,lrgprob,20,close,threads,"guided,8",0.03958866666666667,0.0024088151305846047
bfs_rodinia,lrgprob,20,close,threads,static,0.11228233333333333,0.12604299338849953
bfs_rodinia,lrgprob,20,close,threads,"static,1",0.26927966666666664,0.005085038479041554
bfs_rodinia,lrgprob,20,close,threads,"static,128",0.04057433333333333,0.0025545086285494
bfs_rodinia,lrgprob,20,close,threads,"static,256",0.03993133333333333,0.001659013662792846
bfs_rodinia,lrgprob,20,close,threads,"static,32",0.047612666666666664,0.003646759840369716
bfs_rodinia,lrgprob,20,close,threads,"static,512",0.03917533333333333,0.0009002895830416661
bfs_rodinia,lrgprob,20,close,threads,"static,64",0.044621999999999995,0.0023852926445197442
bfs_rodinia,lrgprob,20,close,threads,"static,8",0.07431600000000001,0.002139717504718782
bfs_rodinia,lrgprob,20,spread,cores,"dynamic,1",2.3786733333333334,0.06179775594900949
bfs_rodinia,lrgprob,20,spread,cores,"dynamic,128",0.061359666666666667,0.0008100378591975377
bfs_rodinia,lrgprob,20,spread,cores,"dynamic,256",0.04548066666666667,0.0015332430770537795
bfs_rodinia,lrgprob,20,spread,cores,"dynamic,32",0.143518,0.0018412579938726656
bfs_rodinia,lrgprob,20,spread,cores,"dynamic,512",0.037817333333333335,0.002331358473794483
bfs_rodinia,lrgprob,20,spread,cores,"dynamic,64",0.08902533333333333,0.0007611841651882548
bfs_rodinia,lrgprob,20,spread,cores,"dynamic,8",0.488106,0.12526009232393215
bfs_rodinia,lrgprob,20,spread,cores,"guided,1",0.03247333333333333,0.0012501169278644815
bfs_rodinia,lrgprob,20,spread,cores,"guided,128",0.10328166666666667,0.1257956797363619
bfs_rodinia,lrgprob,20,spread,cores,"guided,256",0.029835666666666667,0.00016035065741472023
bfs_rodinia,lrgprob,20,spread,cores,"guided,32",0.031100666666666665,0.0016890477593405524
bfs_rodinia,lrgprob,20,spread,cores,"guided,512",0.030765333333333336,0.002088891173166599
bfs_rodinia,lrgprob,20,spread,cores,"guided,64",0.03130566666666667,0.0018381714646173038
bfs_rodinia,lrgprob,20,spread,cores,"guided,8",0.030701999999999997,0.0004438513264596608
bfs_rodinia,lrgprob,20,spread,cores,static,0.030232666666666668,0.001617388120808772
bfs_rodinia,lrgprob,20,spread,cores,"static,1",0.29910600000000004,0.005539137026649529
bfs_rodinia,lrgprob,20,spread,cores,"static,128",0.12110433333333333,0.12495584150144134
bfs_rodinia,lrgprob,20,spread,cores,"static,256",0.03909633333333334,0.0005216764642317452
bfs_rodinia,lrgprob,20,spread,cores,"static,32",0.087862,0.00139613645464904
bfs_rodinia,lrgprob,20,spread,cores,"static,512",0.03754333333333334,0.0007401630451010963
bfs_rodinia,lrgprob,20,spread,cores,"static,64",0.06290533333333333,0.0010187763902512284
bfs_rodinia,lrgprob,20,spread,cores,"static,8",0.14660399999999998,0.00019788633100847783
bfs_rodinia,lrgprob,20,spread,sockets,"dynamic,1",2.4645406666666667,0.031932641299042955
bfs_rodinia,lrgprob,20,spread,sockets,"dynamic,128",0.09268133333333334,0.031127872563561636
bfs_rodinia,lrgprob,20,spread,sockets,"dynamic,256",0.07838266666666666,0.018860404140244008
bfs_rodinia,lrgprob,20,spread,sockets,"dynamic,32",0.22728233333333334,0.018165296153196443
bfs_rodinia,lrgprob,20,spread,sockets,"dynamic,512",0.060129999999999996,0.01667849960278202
bfs_rodinia,lrgprob,20,spread,sockets,"dynamic,64",0.10619433333333334,0.014159087694245464
bfs_rodinia,lrgprob,20,spread,sockets,"dynamic,8",0.42414466666666667,0.1273902688447329
bfs_rodinia,lrgprob,20,spread,sockets,"guided,1",0.05556933333333333,0.002176885466287406
bfs_rodinia,lrgprob,20,spread,sockets,"guided,128",0.12589166666666665,0.1275578072496283
bfs_rodinia,lrgprob,20,spread,sockets,"guided,256",0.05190366666666666,0.006358795273739622
bfs_rodinia,lrgprob,20,spread,sockets,"guided,32",0.05925366666666667,0.008386521110289617
bfs_rodinia,lrgprob,20,spread,sockets,"guided,512",0.05509533333333333,0.0018891041086539747
bfs_rodinia,lrgprob,20,spread,sockets,"guided,64",0.05736966666666667,0.008681222974519969
bfs_rodinia,lrgprob,20,spread,sockets,"guided,8",0.05748966666666666,0.002897391988208249
bfs_rodinia,lrgprob,20,spread,sockets,static,0.056160999999999996,0.0063299256709696055
bfs_rodinia,lrgprob,20,spread,sockets,"static,1",0.45856366666666665,0.1843961335232746
bfs_rodinia,lrgprob,20,spread,sockets,"static,128",0.07045833333333333,0.004189999085123207
bfs_rodinia,lrgprob,20,spread,sockets,"static,256",0.06723433333333334,0.005389583873856441
bfs_rodinia,lrgprob,20,spread,sockets,"static,32",0.10249866666666667,0.0050913531927507544
